,id,url,repository_url,labels_url,user
0,1243492669,https://api.github.com/repos/pandas-dev/pandas/issues/47077,https://api.github.com/repos/pandas-dev/pandas,https://api.github.com/repos/pandas-dev/pandas/issues/47077/labels{/name},"{'login': 'jorisvandenbossche', 'id': 1020496, 'node_id': 'MDQ6VXNlcjEwMjA0OTY=', 'avatar_url': 'https://avatars.githubusercontent.com/u/1020496?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jorisvandenbossche', 'html_url': 'https://github.com/jorisvandenbossche', 'followers_url': 'https://api.github.com/users/jorisvandenbossche/followers', 'following_url': 'https://api.github.com/users/jorisvandenbossche/following{/other_user}', 'gists_url': 'https://api.github.com/users/jorisvandenbossche/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jorisvandenbossche/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jorisvandenbossche/subscriptions', 'organizations_url': 'https://api.github.com/users/jorisvandenbossche/orgs', 'repos_url': 'https://api.github.com/users/jorisvandenbossche/repos', 'events_url': 'https://api.github.com/users/jorisvandenbossche/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jorisvandenbossche/received_events', 'type': 'User', 'site_admin': False}"
1,1243412992,https://api.github.com/repos/pandas-dev/pandas/issues/47076,https://api.github.com/repos/pandas-dev/pandas,https://api.github.com/repos/pandas-dev/pandas/issues/47076/labels{/name},"{'login': 'jbrockmendel', 'id': 8078968, 'node_id': 'MDQ6VXNlcjgwNzg5Njg=', 'avatar_url': 'https://avatars.githubusercontent.com/u/8078968?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jbrockmendel', 'html_url': 'https://github.com/jbrockmendel', 'followers_url': 'https://api.github.com/users/jbrockmendel/followers', 'following_url': 'https://api.github.com/users/jbrockmendel/following{/other_user}', 'gists_url': 'https://api.github.com/users/jbrockmendel/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jbrockmendel/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jbrockmendel/subscriptions', 'organizations_url': 'https://api.github.com/users/jbrockmendel/orgs', 'repos_url': 'https://api.github.com/users/jbrockmendel/repos', 'events_url': 'https://api.github.com/users/jbrockmendel/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jbrockmendel/received_events', 'type': 'User', 'site_admin': False}"
2,1243374107,https://api.github.com/repos/pandas-dev/pandas/issues/47075,https://api.github.com/repos/pandas-dev/pandas,https://api.github.com/repos/pandas-dev/pandas/issues/47075/labels{/name},"{'login': 'twoertwein', 'id': 6618166, 'node_id': 'MDQ6VXNlcjY2MTgxNjY=', 'avatar_url': 'https://avatars.githubusercontent.com/u/6618166?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/twoertwein', 'html_url': 'https://github.com/twoertwein', 'followers_url': 'https://api.github.com/users/twoertwein/followers', 'following_url': 'https://api.github.com/users/twoertwein/following{/other_user}', 'gists_url': 'https://api.github.com/users/twoertwein/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/twoertwein/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/twoertwein/subscriptions', 'organizations_url': 'https://api.github.com/users/twoertwein/orgs', 'repos_url': 'https://api.github.com/users/twoertwein/repos', 'events_url': 'https://api.github.com/users/twoertwein/events{/privacy}', 'received_events_url': 'https://api.github.com/users/twoertwein/received_events', 'type': 'User', 'site_admin': False}"
3,1243359572,https://api.github.com/repos/pandas-dev/pandas/issues/47074,https://api.github.com/repos/pandas-dev/pandas,https://api.github.com/repos/pandas-dev/pandas/issues/47074/labels{/name},"{'login': 'jorisvandenbossche', 'id': 1020496, 'node_id': 'MDQ6VXNlcjEwMjA0OTY=', 'avatar_url': 'https://avatars.githubusercontent.com/u/1020496?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jorisvandenbossche', 'html_url': 'https://github.com/jorisvandenbossche', 'followers_url': 'https://api.github.com/users/jorisvandenbossche/followers', 'following_url': 'https://api.github.com/users/jorisvandenbossche/following{/other_user}', 'gists_url': 'https://api.github.com/users/jorisvandenbossche/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jorisvandenbossche/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jorisvandenbossche/subscriptions', 'organizations_url': 'https://api.github.com/users/jorisvandenbossche/orgs', 'repos_url': 'https://api.github.com/users/jorisvandenbossche/repos', 'events_url': 'https://api.github.com/users/jorisvandenbossche/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jorisvandenbossche/received_events', 'type': 'User', 'site_admin': False}"
4,1243086499,https://api.github.com/repos/pandas-dev/pandas/issues/47073,https://api.github.com/repos/pandas-dev/pandas,https://api.github.com/repos/pandas-dev/pandas/issues/47073/labels{/name},"{'login': 'arekkulczycki', 'id': 36327192, 'node_id': 'MDQ6VXNlcjM2MzI3MTky', 'avatar_url': 'https://avatars.githubusercontent.com/u/36327192?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/arekkulczycki', 'html_url': 'https://github.com/arekkulczycki', 'followers_url': 'https://api.github.com/users/arekkulczycki/followers', 'following_url': 'https://api.github.com/users/arekkulczycki/following{/other_user}', 'gists_url': 'https://api.github.com/users/arekkulczycki/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/arekkulczycki/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/arekkulczycki/subscriptions', 'organizations_url': 'https://api.github.com/users/arekkulczycki/orgs', 'repos_url': 'https://api.github.com/users/arekkulczycki/repos', 'events_url': 'https://api.github.com/users/arekkulczycki/events{/privacy}', 'received_events_url': 'https://api.github.com/users/arekkulczycki/received_events', 'type': 'User', 'site_admin': False}"
5,1242986429,https://api.github.com/repos/pandas-dev/pandas/issues/47072,https://api.github.com/repos/pandas-dev/pandas,https://api.github.com/repos/pandas-dev/pandas/issues/47072/labels{/name},"{'login': 'simonjayhawkins', 'id': 13159005, 'node_id': 'MDQ6VXNlcjEzMTU5MDA1', 'avatar_url': 'https://avatars.githubusercontent.com/u/13159005?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/simonjayhawkins', 'html_url': 'https://github.com/simonjayhawkins', 'followers_url': 'https://api.github.com/users/simonjayhawkins/followers', 'following_url': 'https://api.github.com/users/simonjayhawkins/following{/other_user}', 'gists_url': 'https://api.github.com/users/simonjayhawkins/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/simonjayhawkins/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/simonjayhawkins/subscriptions', 'organizations_url': 'https://api.github.com/users/simonjayhawkins/orgs', 'repos_url': 'https://api.github.com/users/simonjayhawkins/repos', 'events_url': 'https://api.github.com/users/simonjayhawkins/events{/privacy}', 'received_events_url': 'https://api.github.com/users/simonjayhawkins/received_events', 'type': 'User', 'site_admin': False}"
6,1242983125,https://api.github.com/repos/pandas-dev/pandas/issues/47071,https://api.github.com/repos/pandas-dev/pandas,https://api.github.com/repos/pandas-dev/pandas/issues/47071/labels{/name},"{'login': 'znicholls', 'id': 23625371, 'node_id': 'MDQ6VXNlcjIzNjI1Mzcx', 'avatar_url': 'https://avatars.githubusercontent.com/u/23625371?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/znicholls', 'html_url': 'https://github.com/znicholls', 'followers_url': 'https://api.github.com/users/znicholls/followers', 'following_url': 'https://api.github.com/users/znicholls/following{/other_user}', 'gists_url': 'https://api.github.com/users/znicholls/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/znicholls/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/znicholls/subscriptions', 'organizations_url': 'https://api.github.com/users/znicholls/orgs', 'repos_url': 'https://api.github.com/users/znicholls/repos', 'events_url': 'https://api.github.com/users/znicholls/events{/privacy}', 'received_events_url': 'https://api.github.com/users/znicholls/received_events', 'type': 'User', 'site_admin': False}"
7,1242852588,https://api.github.com/repos/pandas-dev/pandas/issues/47070,https://api.github.com/repos/pandas-dev/pandas,https://api.github.com/repos/pandas-dev/pandas/issues/47070/labels{/name},"{'login': 'jorisvandenbossche', 'id': 1020496, 'node_id': 'MDQ6VXNlcjEwMjA0OTY=', 'avatar_url': 'https://avatars.githubusercontent.com/u/1020496?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jorisvandenbossche', 'html_url': 'https://github.com/jorisvandenbossche', 'followers_url': 'https://api.github.com/users/jorisvandenbossche/followers', 'following_url': 'https://api.github.com/users/jorisvandenbossche/following{/other_user}', 'gists_url': 'https://api.github.com/users/jorisvandenbossche/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jorisvandenbossche/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jorisvandenbossche/subscriptions', 'organizations_url': 'https://api.github.com/users/jorisvandenbossche/orgs', 'repos_url': 'https://api.github.com/users/jorisvandenbossche/repos', 'events_url': 'https://api.github.com/users/jorisvandenbossche/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jorisvandenbossche/received_events', 'type': 'User', 'site_admin': False}"
8,1242351460,https://api.github.com/repos/pandas-dev/pandas/issues/47066,https://api.github.com/repos/pandas-dev/pandas,https://api.github.com/repos/pandas-dev/pandas/issues/47066/labels{/name},"{'login': 'iasoon', 'id': 6320308, 'node_id': 'MDQ6VXNlcjYzMjAzMDg=', 'avatar_url': 'https://avatars.githubusercontent.com/u/6320308?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/iasoon', 'html_url': 'https://github.com/iasoon', 'followers_url': 'https://api.github.com/users/iasoon/followers', 'following_url': 'https://api.github.com/users/iasoon/following{/other_user}', 'gists_url': 'https://api.github.com/users/iasoon/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/iasoon/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/iasoon/subscriptions', 'organizations_url': 'https://api.github.com/users/iasoon/orgs', 'repos_url': 'https://api.github.com/users/iasoon/repos', 'events_url': 'https://api.github.com/users/iasoon/events{/privacy}', 'received_events_url': 'https://api.github.com/users/iasoon/received_events', 'type': 'User', 'site_admin': False}"
9,1242299667,https://api.github.com/repos/pandas-dev/pandas/issues/47064,https://api.github.com/repos/pandas-dev/pandas,https://api.github.com/repos/pandas-dev/pandas/issues/47064/labels{/name},"{'login': 'iasoon', 'id': 6320308, 'node_id': 'MDQ6VXNlcjYzMjAzMDg=', 'avatar_url': 'https://avatars.githubusercontent.com/u/6320308?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/iasoon', 'html_url': 'https://github.com/iasoon', 'followers_url': 'https://api.github.com/users/iasoon/followers', 'following_url': 'https://api.github.com/users/iasoon/following{/other_user}', 'gists_url': 'https://api.github.com/users/iasoon/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/iasoon/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/iasoon/subscriptions', 'organizations_url': 'https://api.github.com/users/iasoon/orgs', 'repos_url': 'https://api.github.com/users/iasoon/repos', 'events_url': 'https://api.github.com/users/iasoon/events{/privacy}', 'received_events_url': 'https://api.github.com/users/iasoon/received_events', 'type': 'User', 'site_admin': False}"
